"Created.Date","Anticipated.Start.Year","Recruiting.Category","State","Student.Stage","App.Application.Status","Lead.Segment.NRCCUA","Lead.Segment.Cappex","Lead.Segment.College.Board","n"
2017-02-14,2019,"PSRIG","In-State","Applicant","Denied","","","",1
2017-02-14,2019,"PSRIG","In-State","Applicant","Enrolled","","","",3
2017-02-14,2019,"PSRIG","In-State","Applicant","Withdrawn (Before Decision)","","","",1
2017-02-14,2019,"PSRIG","In-State","Lead","","","","",1
2017-02-14,2020,"","In-State","Applicant","Hold (More Information Needed)","","","",1
2017-02-14,2020,"","Out-State","Inquiry","","","","",11
2017-02-14,2020,"ESTD","In-State","Applicant","Incomplete","","","",1
2017-02-14,2020,"NSRIG","In-State","Applicant","Enrolled","","","",1
2017-02-14,2020,"NSRIG","In-State","Applicant","Withdrawn (Before Decision)","","","",1
2017-02-14,2020,"P01","In-State","Applicant","Admitted (Not Confirmed)","","","",3
2017-02-14,2020,"P01","In-State","Applicant","Confirmed","","","",5
2017-02-14,2020,"P01","In-State","Applicant","Denied","","","",1
2017-02-14,2020,"P01","In-State","Applicant","Enrolled","","","",21
2017-02-14,2020,"P01","In-State","Applicant","Withdrawn (After Admitted)","","","",6
2017-02-14,2020,"P01","In-State","Applicant","Withdrawn (After Confirmed)","","","",3
2017-02-14,2020,"P01","In-State","Applicant","Withdrawn (Before Decision)","","","",2
2017-02-14,2020,"P01","In-State","Inquiry","","","","",6
2017-02-14,2020,"P01","In-State","Inquiry","Enrolled","","","",1
2017-02-14,2020,"P02","In-State","Applicant","Admitted (Not Confirmed)","","","",2
2017-02-14,2020,"P02","In-State","Applicant","Denied","","","",1
2017-02-14,2020,"P02","In-State","Applicant","Enrolled","","","",8
2017-02-14,2020,"P02","In-State","Applicant","Incomplete","","","",1
2017-02-14,2020,"P02","In-State","Applicant","Withdrawn (After Admitted)","","","",2
2017-02-14,2020,"P02","In-State","Applicant","Withdrawn (After Confirmed)","","","",1
2017-02-14,2020,"P02","In-State","Applicant","Withdrawn (Before Decision)","","","",2
2017-02-14,2020,"P02","In-State","Inquiry","","","","",4
2017-02-14,2020,"P02","In-State","Inquiry","Withdrawn (After Admitted)","","","",1
2017-02-14,2020,"P03","Out-State","Inquiry","","","","",4
2017-02-14,2020,"P03","Out-State","Lead","","","","PSROG-2020-02",1
2017-02-14,2020,"PSRIG","In-State","Applicant","Confirmed","","","",1
2017-02-14,2020,"PSRIG","In-State","Applicant","Enrolled","","","",1
2017-02-14,2020,"PSRIG","In-State","Lead","","","","",1
2017-02-14,2021,"","Out-State","Inquiry","","","","",1
2017-02-14,2021,"P01","In-State","Applicant","Admitted (Not Confirmed)","","","",1
2017-02-14,2021,"P01","In-State","Applicant","Confirmed","","","",1
2017-02-14,2021,"P01","In-State","Applicant","Incomplete","","","",1
2017-02-14,2021,"P01","In-State","Applicant","Withdrawn (Before Decision)","","","",1
2017-02-14,2021,"P01","In-State","Inquiry","","","","",2
2017-02-14,2021,"P02","In-State","Applicant","Incomplete","","","",1
2017-02-14,2021,"P02","In-State","Inquiry","","","","",1
2017-06-06,0,"PSRIG","In-State","Inquiry","","","","",1
2017-06-06,0,"PSROG","Out-State","Inquiry","","","","",1
2017-06-06,0,"PSROH","Out-State","Inquiry","","","","",1
2017-06-06,2017,"","In-State","Applicant","Enrolled","","","",8
2017-06-06,2017,"","In-State","Applicant","USM Graduate Enrolled","","","",1
2017-06-06,2017,"","In-State","Applicant","Withdrawn (After Confirmed)","","","",1
2017-06-06,2017,"","In-State","Applicant","Withdrawn (Before Decision)","","","",1
2017-06-06,2017,"","In-State","Inquiry","","","","",2
2017-06-06,2017,"","In-State","Inquiry","Withdrawn (Before Decision)","","","",1
2017-06-06,2017,"","Out-State","Applicant","Enrolled","","","",1
2017-06-06,2017,"PSRIG","In-State","Inquiry","","","","",9
2017-06-06,2017,"PSROG","Out-State","Inquiry","","","","",1
2017-06-06,2017,"PSROH","Out-State","Inquiry","","","","",2
2017-06-06,2018,"","In-State","Applicant","Enrolled","","","",1
2017-06-06,2018,"","In-State","Applicant","Incomplete","","","",1
2017-06-06,2018,"","In-State","Applicant","USM Graduate Enrolled","","","",1
2017-06-06,2018,"","In-State","Inquiry","","","","",1
2017-06-06,2018,"","Out-State","Applicant","Withdrawn (Before Decision)","","","",1
2017-06-06,2018,"","Out-State","Inquiry","","","","",1
2017-06-06,2018,"ESTD","In-State","Applicant","Enrolled","","","",2
2017-06-06,2018,"ESTD","In-State","Applicant","Withdrawn (After Admitted)","","","",2
2017-06-06,2018,"NJRIG","In-State","Applicant","Withdrawn (After Admitted)","","","",1
2017-06-06,2018,"NJROG","Out-State","Applicant","Withdrawn (After Admitted)","","","",1
2017-06-06,2018,"NSRIG","In-State","Applicant","Confirmed","","","",1
2017-06-06,2018,"NSRIG","In-State","Applicant","Enrolled","","","",4
2017-06-06,2018,"NSRIG","In-State","Applicant","Withdrawn (After Admitted)","","","",10
2017-06-06,2018,"NSRIG","In-State","Applicant","Withdrawn (Before Decision)","","","",1
2017-06-06,2018,"NSRIG","In-State","Inquiry","","","","",2
2017-06-06,2018,"NSRIG","In-State","Inquiry","Enrolled","","","",1
2017-06-06,2018,"NSRIH","In-State","Applicant","Withdrawn (After Admitted)","","","",1
2017-06-06,2018,"NSROG","Out-State","Applicant","Enrolled","","","",1
2017-06-06,2018,"NSROG","Out-State","Applicant","Withdrawn (After Admitted)","","","",1
2017-06-06,2018,"NSROG","Out-State","Inquiry","","","","",1
2017-06-06,2018,"NSROH","Out-State","Applicant","Withdrawn (After Admitted)","","","",1
2017-06-06,2018,"PSRIG","In-State","Applicant","Confirmed","","","",9
2017-06-06,2018,"PSRIG","In-State","Applicant","Denied","","","",10
2017-06-06,2018,"PSRIG","In-State","Applicant","Enrolled","","","",60
2017-06-06,2018,"PSRIG","In-State","Applicant","Withdrawn (After Admitted)","","","",120
2017-06-06,2018,"PSRIG","In-State","Applicant","Withdrawn (After Confirmed)","","","",3
2017-06-06,2018,"PSRIG","In-State","Applicant","Withdrawn (Before Decision)","","","",12
2017-06-06,2018,"PSRIG","In-State","Inquiry","","","","",112
2017-06-06,2018,"PSRIG","In-State","Inquiry","Enrolled","","","",1
2017-06-06,2018,"PSRIG","In-State","Lead","","","","",1307
2017-06-06,2018,"PSRIG","In-State","Lead","Withdrawn (After Admitted)","","","",1
2017-06-06,2018,"PSRIG","Out-State","Applicant","Withdrawn (After Admitted)","","","",1
2017-06-06,2018,"PSROG","In-State","Applicant","Enrolled","","","",1
2017-06-06,2018,"PSROG","Out-State","Applicant","Denied","","","",3
2017-06-06,2018,"PSROG","Out-State","Applicant","Enrolled","","","",4
2017-06-06,2018,"PSROG","Out-State","Applicant","Withdrawn (After Admitted)","","","",37
2017-06-06,2018,"PSROG","Out-State","Applicant","Withdrawn (After Confirmed)","","","",1
2017-06-06,2018,"PSROG","Out-State","Applicant","Withdrawn (Before Decision)","","","",9
2017-06-06,2018,"PSROG","Out-State","Inquiry","","","","",107
2017-06-06,2018,"PSROG","Out-State","Inquiry","Denied","","","",1
2017-06-06,2018,"PSROG","Out-State","Inquiry","Withdrawn (After Admitted)","","","",1
2017-06-06,2018,"PSROG","Out-State","Lead","","","","",3851
2017-06-06,2018,"PSROH","In-State","Applicant","Withdrawn (After Admitted)","","","",1
2017-06-06,2018,"PSROH","Out-State","Applicant","Enrolled","","","",6
2017-06-06,2018,"PSROH","Out-State","Applicant","Withdrawn (After Admitted)","","","",67
2017-06-06,2018,"PSROH","Out-State","Applicant","Withdrawn (Before Decision)","","","",11
2017-06-06,2018,"PSROH","Out-State","Inquiry","","","","",123
2017-06-06,2018,"PSROH","Out-State","Inquiry","Enrolled","","","",1
2017-06-06,2018,"PSROH","Out-State","Inquiry","Withdrawn (After Admitted)","","","",2
2017-06-06,2018,"PSROH","Out-State","Lead","","","","",10280
2017-06-06,2018,"PSROH","Out-State","Lead","",";NPHOH-2020-04","","",1
2017-06-06,2018,"PSROH","Out-State","Lead","","NJROG-2020-02","","",1
2017-06-06,2018,"PSROH","Out-State","Lead","Withdrawn (Before Decision)","","","",1
2017-06-06,2019,"","In-State","Applicant","USM Graduate Enrolled","","","",1
2017-06-06,2019,"ESTD","In-State","Applicant","Withdrawn (After Confirmed)","","","",1
2017-06-06,2019,"NJRIG","In-State","Inquiry","","","","",1
2017-06-06,2019,"NJROG","Out-State","Inquiry","","","","",1
2017-06-06,2019,"NSRIG","In-State","Applicant","Denied","","","",1
2017-06-06,2019,"NSRIG","In-State","Applicant","Enrolled","","","",1
2017-06-06,2019,"PJRIG","In-State","Lead","","","","",1
2017-06-06,2019,"PSRIG","In-State","Applicant","Confirmed","","","",2
2017-06-06,2019,"PSRIG","In-State","Applicant","Denied","","","",1
2017-06-06,2019,"PSRIG","In-State","Applicant","Enrolled","","","",19
2017-06-06,2019,"PSRIG","In-State","Applicant","Withdrawn (After Admitted)","","","",10
2017-06-06,2019,"PSRIG","In-State","Applicant","Withdrawn (After Confirmed)","","","",4
2017-06-06,2019,"PSRIG","In-State","Applicant","Withdrawn (Before Decision)","","","",2
2017-06-06,2019,"PSRIG","In-State","Inquiry","","","","",6
2017-06-06,2019,"PSRIG","In-State","Inquiry","Enrolled","","","",1
2017-06-06,2019,"PSRIG","In-State","Inquiry","Withdrawn (After Admitted)","","","",1
2017-06-06,2019,"PSROG","Out-State","Applicant","Denied","","","",2
2017-06-06,2019,"PSROG","Out-State","Applicant","Enrolled","","","",2
2017-06-06,2019,"PSROG","Out-State","Applicant","Withdrawn (After Admitted)","","","",1
2017-06-06,2019,"PSROG","Out-State","Inquiry","","","","",4
2017-06-06,2019,"PSROH","Out-State","Applicant","Enrolled","","","",1
2017-06-06,2019,"PSROH","Out-State","Applicant","Withdrawn (After Admitted)","","","",3
2017-06-06,2019,"PSROH","Out-State","Inquiry","","","","",5
2017-06-06,2019,"PSROH","Out-State","Lead","","","","",1
2017-06-06,2020,"","In-State","Applicant","Confirmed","","","",2
2017-06-06,2020,"NSRIG","In-State","Applicant","Enrolled","","","",1
2017-06-06,2020,"NSROG","Out-State","Applicant","Withdrawn (After Admitted)","","","",1
2017-06-06,2020,"PSRIG","In-State","Applicant","Admitted (Not Confirmed)","","","",3
2017-06-06,2020,"PSRIG","In-State","Applicant","Enrolled","","","",13
2017-06-06,2020,"PSRIG","In-State","Applicant","Incomplete","","","",3
2017-06-06,2020,"PSRIG","In-State","Applicant","Withdrawn (After Admitted)","","","",2
2017-06-06,2020,"PSRIG","In-State","Applicant","Withdrawn (After Confirmed)","","","",1
2017-06-06,2020,"PSRIG","In-State","Inquiry","","","","",1
2017-06-06,2020,"PSRIG","In-State","Inquiry","Withdrawn (After Admitted)","","","",2
2017-06-06,2020,"PSROG","Out-State","Applicant","Denied","","","",1
2017-06-06,2020,"PSROG","Out-State","Applicant","Incomplete","","","",1
2017-06-06,2020,"PSROG","Out-State","Applicant","Withdrawn (After Admitted)","","","",1
2017-06-06,2020,"PSROG","Out-State","Inquiry","","","","",1
2017-06-06,2020,"PSROH","Out-State","Applicant","Denied","","","",1
2017-06-06,2020,"PSROH","Out-State","Applicant","Enrolled","","","",2
2017-06-06,2020,"PSROH","Out-State","Inquiry","","","","",1
2017-06-06,2021,"NSRIG","In-State","Applicant","Withdrawn (After Confirmed)","","","",1
2017-06-06,2021,"PSROH","Out-State","Applicant","Incomplete","","","",1
2017-06-07,0,"NSRIG","In-State","Inquiry","","","","",1
2017-06-07,2017,"","In-State","Inquiry","","","","",1
2017-06-07,2017,"","Out-State","Inquiry","","","","",2
2017-06-07,2018,"","In-State","Inquiry","","","","",2
2017-06-07,2018,"","In-State","Lead","","","","",1
2017-06-07,2018,"","Out-State","Applicant","Withdrawn (Before Decision)","","","",1
2017-06-07,2018,"","Out-State","Inquiry","","","","",3
2017-06-07,2018,"NSRIG","In-State","Applicant","Denied","","","",1
2017-06-07,2018,"NSRIG","In-State","Applicant","Enrolled","","","",4
2017-06-07,2018,"NSRIG","In-State","Applicant","Withdrawn (After Admitted)","","","",2
2017-06-07,2018,"NSRIG","In-State","Applicant","Withdrawn (Before Decision)","","","",1
2017-06-07,2018,"NSRIG","In-State","Inquiry","","","","",5
2017-06-07,2018,"NSRIG","In-State","Lead","","","","",206
2017-06-07,2018,"NSRIH","In-State","Applicant","Enrolled","","","",1
2017-06-07,2018,"NSRIH","In-State","Applicant","Withdrawn (After Admitted)","","","",3
2017-06-07,2018,"NSRIH","In-State","Applicant","Withdrawn (After Confirmed)","","","",1
2017-06-07,2018,"NSRIH","In-State","Inquiry","","","","",4
2017-06-07,2018,"NSRIH","In-State","Lead","","","","",65
2017-06-07,2018,"NSRIH","In-State","Lead","Denied","","","",1
2017-06-07,2018,"NSROG","Out-State","Applicant","Enrolled","","","",1
2017-06-07,2018,"NSROG","Out-State","Applicant","Withdrawn (After Admitted)","","","",1
2017-06-07,2018,"NSROG","Out-State","Inquiry","","","","",4
2017-06-07,2018,"NSROG","Out-State","Lead","","","","",405
2017-06-07,2018,"NSROH","Out-State","Applicant","Withdrawn (After Admitted)","","","",1
2017-06-07,2018,"NSROH","Out-State","Inquiry","","","","",1
2017-06-07,2018,"NSROH","Out-State","Lead","","","","",240
2017-06-07,2018,"PSRIG","In-State","Applicant","Enrolled","","","",2
2017-06-07,2018,"PSRIG","In-State","Applicant","Withdrawn (After Admitted)","","","",7
2017-06-07,2018,"PSRIG","In-State","Applicant","Withdrawn (After Confirmed)","","","",1
2017-06-07,2018,"PSRIG","In-State","Applicant","Withdrawn (Before Decision)","","","",1
2017-06-07,2018,"PSRIG","In-State","Inquiry","","","","",3
2017-06-07,2018,"PSRIG","In-State","Lead","","","","",56
2017-06-07,2018,"PSRIG","In-State","Lead","Withdrawn (After Admitted)","","","",1
2017-06-07,2018,"PSROG","Out-State","Lead","","","","",29
2017-06-07,2018,"PSROH","Out-State","Inquiry","","","","",2
2017-06-07,2018,"PSROH","Out-State","Lead","","","","",42
2017-06-07,2019,"NJRIG","In-State","Lead","","","","",2
2017-06-07,2019,"NJROG","Out-State","Lead","","","","",1
2017-06-07,2019,"NSRIG","In-State","Applicant","Withdrawn (Before Decision)","","","",1
2017-06-07,2019,"NSROG","Out-State","Lead","","","","",2
2017-06-07,2019,"PJRIG","In-State","Applicant","Withdrawn (After Admitted)","","","",1
2017-06-07,2019,"PJRIG","In-State","Lead","","","","",2
2017-06-07,2019,"PJROG","Out-State","Lead","","","","",9
2017-06-07,2019,"PJROH","Out-State","Lead","","","","",1
2017-06-07,2019,"PSRIG","In-State","Lead","","","","",1
2017-06-07,2019,"PSROH","Out-State","Lead","","","","",3
2017-06-07,2020,"NSRIG","In-State","Applicant","Enrolled","","","",1
2017-06-07,2020,"NSRIH","In-State","Applicant","Enrolled","","","",1
2017-06-07,2020,"NSRIH","In-State","Lead","","","","",1
2017-06-07,2023,"NSROG","Out-State","Lead","","","CPHOH-2020-06","",1
2017-10-12,0,"PJRIG","In-State","Inquiry","","","","",3
2017-10-12,0,"PSRIG","In-State","Inquiry","","","","",1
2017-10-12,3,"NJRIG","In-State","Inquiry","","","","",1
2017-10-12,3,"PJROH","Out-State","Inquiry","","","","",1
2017-10-12,2017,"PSROH","Out-State","Lead","","","","",1
2017-10-12,2018,"","In-State","Applicant","Enrolled","","","",1
2017-10-12,2018,"","In-State","Applicant","Withdrawn (After Admitted)","","","",2
2017-10-12,2018,"","In-State","Applicant","Withdrawn (After Confirmed)","","","",2
2017-10-12,2018,"","In-State","Applicant","Withdrawn (Before Decision)","","","",2
2017-10-12,2018,"","In-State","Inquiry","","","","",4
2017-10-12,2018,"","Out-State","Applicant","Incomplete","","","",1
2017-10-12,2018,"","Out-State","Applicant","Withdrawn (After Admitted)","","","",6
2017-10-12,2018,"","Out-State","Applicant","Withdrawn (Before Decision)","","","",1
2017-10-12,2018,"","Out-State","Inquiry","","","","",8
2017-10-12,2018,"","Out-State","Inquiry","Denied","","","",1
2017-10-12,2018,"ESTD","In-State","Applicant","Confirmed","","","",1
2017-10-12,2018,"ESTD","In-State","Applicant","Enrolled","","","",1
2017-10-12,2018,"ESTD","In-State","Inquiry","","","","",32
2017-10-12,2018,"NJRIG","In-State","Applicant","Withdrawn (After Admitted)","","","",1
2017-10-12,2018,"NJRIG","In-State","Inquiry","","","","",3
2017-10-12,2018,"NJRIH","In-State","Inquiry","","","","",1
2017-10-12,2018,"NJROG","Out-State","Inquiry","","","","",2
2017-10-12,2018,"NSRIG","In-State","Applicant","Enrolled","","","",2
2017-10-12,2018,"NSRIG","In-State","Applicant","Withdrawn (After Admitted)","","","",6
2017-10-12,2018,"NSRIG","In-State","Applicant","Withdrawn (Before Decision)","","","",1
2017-10-12,2018,"NSRIG","In-State","Inquiry","","","","",3
2017-10-12,2018,"NSRIG","In-State","Lead","","","","",43
2017-10-12,2018,"NSROG","Out-State","Lead","","","","",233
2017-10-12,2018,"NSROH","Out-State","Inquiry","","","","",1
2017-10-12,2018,"NSROH","Out-State","Lead","","","","",107
2017-10-12,2018,"PJRIG","In-State","Applicant","Withdrawn (Before Decision)","","","",1
2017-10-12,2018,"PJRIG","In-State","Inquiry","","","","",23
2017-10-12,2018,"PJROG","Out-State","Inquiry","","","","",6
2017-10-12,2018,"PJROG","Out-State","Lead","","","","",1
2017-10-12,2018,"PJROH","Out-State","Inquiry","","","","",10
2017-10-12,2018,"PJROH","Out-State","Lead","","","","",2
2017-10-12,2018,"PSRIG","In-State","Applicant","Enrolled","","","",14
2017-10-12,2018,"PSRIG","In-State","Applicant","Withdrawn (After Admitted)","","","",37
2017-10-12,2018,"PSRIG","In-State","Applicant","Withdrawn (After Confirmed)","","","",2
2017-10-12,2018,"PSRIG","In-State","Applicant","Withdrawn (Before Decision)","","","",3
2017-10-12,2018,"PSRIG","In-State","Inquiry","","","","",23
2017-10-12,2018,"PSRIG","In-State","Lead","","","","",428
2017-10-12,2018,"PSRIG","In-State","Lead","",";NJRIG-2020-04","","",1
2017-10-12,2018,"PSRIG","In-State","Lead","Confirmed","","","",1
2017-10-12,2018,"PSRIG","In-State","Lead","Enrolled","","","",1
2017-10-12,2018,"PSRIG","In-State","Lead","Withdrawn (After Admitted)","","","",1
2017-10-12,2018,"PSRIG","Out-State","Applicant","Enrolled","","","",1
2017-10-12,2018,"PSROG","Out-State","Applicant","Enrolled","","","",1
2017-10-12,2018,"PSROG","Out-State","Applicant","Withdrawn (After Admitted)","","","",5
2017-10-12,2018,"PSROG","Out-State","Applicant","Withdrawn (After Confirmed)","","","",1
2017-10-12,2018,"PSROG","Out-State","Applicant","Withdrawn (Before Decision)","","","",2
2017-10-12,2018,"PSROG","Out-State","Inquiry","","","","",10
2017-10-12,2018,"PSROG","Out-State","Lead","","","","",504
2017-10-12,2018,"PSROH","Out-State","Applicant","Enrolled","","","",1
2017-10-12,2018,"PSROH","Out-State","Applicant","Withdrawn (After Admitted)","","","",2
2017-10-12,2018,"PSROH","Out-State","Applicant","Withdrawn (Before Decision)","","","",1
2017-10-12,2018,"PSROH","Out-State","Inquiry","","","","",5
2017-10-12,2018,"PSROH","Out-State","Lead","","","","",763
2017-10-12,2019,"","In-State","Applicant","Enrolled","","","",1
2017-10-12,2019,"","In-State","Inquiry","","","","",2
2017-10-12,2019,"","Out-State","Inquiry","","","","",1
